STAT_VAR,STAT_PRES,SEX,AGE,CCYY,H,OBS_VALUE,SD_VALUE
POP,Prop_1dp_%_n,F,40-44,1994,1,3.9,
POP,Prop_1dp_%_n,F,40-44,1995,1,4.0,
POP,Prop_1dp_%_n,F,40-44,1996,1,4.2,
POP,Prop_1dp_%_n,F,40-44,1996,2,4.3,
POP,Prop_1dp_%_n,F,40-44,1997,1,4.4,
POP,Prop_1dp_%_n,F,40-44,1997,2,4.5,
POP,Prop_1dp_%_n,F,40-44,1998,1,4.6,
POP,Prop_1dp_%_n,F,40-44,1998,2,4.7,
POP,Prop_1dp_%_n,F,40-44,1999,1,4.8,
POP,Prop_1dp_%_n,F,40-44,1999,2,4.8,
POP,Prop_1dp_%_n,F,40-44,2000,1,5.0,
POP,Prop_1dp_%_n,F,40-44,2000,2,5.1,
POP,Prop_1dp_%_n,F,40-44,2001,1,5.1,
POP,Prop_1dp_%_n,F,40-44,2001,2,5.1,
POP,Prop_1dp_%_n,F,40-44,2002,1,5.2,
POP,Prop_1dp_%_n,F,40-44,2002,2,5.3,
POP,Prop_1dp_%_n,F,40-44,2003,1,5.4,
POP,Prop_1dp_%_n,F,40-44,2003,2,5.4,
POP,Prop_1dp_%_n,F,40-44,2004,1,5.5,
POP,Prop_1dp_%_n,F,40-44,2004,2,5.5,
POP,Prop_1dp_%_n,F,40-44,2005,1,5.4,
POP,Prop_1dp_%_n,F,40-44,2005,2,5.4,
POP,Prop_1dp_%_n,F,40-44,2006,1,5.3,
POP,Prop_1dp_%_n,F,40-44,2006,2,5.3,
POP,Prop_1dp_%_n,F,40-44,2007,1,5.2,
POP,Prop_1dp_%_n,F,40-44,2007,2,5.1,
POP,Prop_1dp_%_n,F,40-44,2008,1,4.9,
POP,Prop_1dp_%_n,F,40-44,2008,2,4.9,
POP,Prop_1dp_%_n,F,40-44,2009,1,4.8,
POP,Prop_1dp_%_n,F,40-44,2009,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2010,1,4.7,
POP,Prop_1dp_%_n,F,40-44,2010,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2011,1,4.7,
POP,Prop_1dp_%_n,F,40-44,2011,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2012,1,4.7,
POP,Prop_1dp_%_n,F,40-44,2012,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2013,1,4.7,
POP,Prop_1dp_%_n,F,40-44,2013,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2014,1,4.7,
POP,Prop_1dp_%_n,F,40-44,2014,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2015,1,4.7,
POP,Prop_1dp_%_n,F,40-44,2015,2,4.6,
POP,Prop_1dp_%_n,F,40-44,2016,1,4.6,
POP,Prop_1dp_%_n,F,40-44,2016,2,4.6,
POP,Prop_1dp_%_n,F,40-44,2017,1,4.6,
POP,Prop_1dp_%_n,F,40-44,2017,2,4.5,
POP,Prop_1dp_%_n,F,40-44,2018,1,4.5,
POP,Prop_1dp_%_n,F,40-44,2018,2,4.5,
POP,Prop_1dp_%_n,F,40-44,2019,1,4.5,
POP,Prop_1dp_%_n,F,40-44,2019,2,4.6,
POP,Prop_1dp_%_n,F,40-44,2020,1,4.6,
POP,Prop_1dp_%_n,F,40-44,2020,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2021,1,4.7,
POP,Prop_1dp_%_n,F,40-44,2021,2,4.7,
POP,Prop_1dp_%_n,F,40-44,2022,1,4.8,
POP,Prop_1dp_%_n,F,40-44,2022,2,4.8,
POP,Prop_1dp_%_n,F,40-44,2023,1,4.8,
POP,Prop_1dp_%_n,F,40-44,2023,2,4.8,
POP,Prop_1dp_%_n,F,40-44,2024,1,4.8,102
POP,Raw_K_1dp_per_n,F,45-49,1961,1,82.6,
POP,Raw_K_1dp_per_n,F,45-49,1962,1,85.5,
POP,Raw_K_1dp_per_n,F,45-49,1963,1,88.1,
POP,Raw_K_1dp_per_n,F,45-49,1964,1,90.6,
POP,Raw_K_1dp_per_n,F,45-49,1965,1,93.4,
POP,Raw_K_1dp_per_n,F,45-49,1966,1,95.6,
POP,Raw_K_1dp_per_n,F,45-49,1967,1,98.4,
POP,Raw_K_1dp_per_n,F,45-49,1968,1,101.0,
POP,Raw_K_1dp_per_n,F,45-49,1969,1,103.1,
POP,Raw_K_1dp_per_n,F,45-49,1970,1,105.7,
POP,Raw_K_1dp_per_n,F,45-49,1971,1,108.4,
POP,Raw_K_1dp_per_n,F,45-49,1972,1,111.7,
POP,Raw_K_1dp_per_n,F,45-49,1973,1,116.5,
POP,Raw_K_1dp_per_n,F,45-49,1974,1,121.5,
POP,Raw_K_1dp_per_n,F,45-49,1975,1,122.9,
POP,Raw_K_1dp_per_n,F,45-49,1976,1,123.3,
POP,Raw_K_1dp_per_n,F,45-49,1977,1,123.6,
POP,Raw_K_1dp_per_n,F,45-49,1978,1,123.3,
POP,Raw_K_1dp_per_n,F,45-49,1979,1,125.0,
POP,Raw_K_1dp_per_n,F,45-49,1980,1,124.6,
POP,Raw_K_1dp_per_n,F,45-49,1981,1,123.6,
POP,Raw_K_1dp_per_n,F,45-49,1982,1,123.8,
POP,Raw_K_1dp_per_n,F,45-49,1983,1,123.8,
POP,Raw_K_1dp_per_n,F,45-49,1984,1,122.3,
POP,Raw_K_1dp_per_n,F,45-49,1985,1,120.5,
POP,Raw_K_1dp_per_n,F,45-49,1986,1,117.5,
POP,Raw_K_1dp_per_n,F,45-49,1987,1,113.0,
POP,Raw_K_1dp_per_n,F,45-49,1988,1,108.6,
POP,Raw_K_1dp_per_n,F,45-49,1989,1,106.2,
POP,Raw_K_1dp_per_n,F,45-49,1990,1,107.1,
POP,Raw_K_1dp_per_n,F,45-49,1991,1,114.3,
POP,Raw_K_1dp_per_n,F,45-49,1992,1,127.0,
POP,Raw_K_1dp_per_n,F,45-49,1993,1,144.6,
POP,Raw_K_1dp_per_n,F,45-49,1994,1,165.7,
POP,Raw_K_1dp_per_n,F,45-49,1995,1,186.4,
POP,Raw_K_1dp_per_n,F,45-49,1996,1,212.4,
POP,Raw_K_1dp_per_n,F,45-49,1996,2,218.6,
POP,Raw_K_1dp_per_n,F,45-49,1997,1,224.7,
POP,Raw_K_1dp_per_n,F,45-49,1997,2,230.4,
POP,Raw_K_1dp_per_n,F,45-49,1998,1,235.8,
POP,Raw_K_1dp_per_n,F,45-49,1998,2,240.9,
POP,Raw_K_1dp_per_n,F,45-49,1999,1,245.6,
POP,Raw_K_1dp_per_n,F,45-49,1999,2,251.1,
POP,Raw_K_1dp_per_n,F,45-49,2000,1,253.9,
POP,Raw_K_1dp_per_n,F,45-49,2000,2,261.3,
POP,Raw_K_1dp_per_n,F,45-49,2001,1,269.2,
POP,Raw_K_1dp_per_n,F,45-49,2001,2,279.1,
POP,Raw_K_1dp_per_n,F,45-49,2002,1,286.7,
POP,Raw_K_1dp_per_n,F,45-49,2002,2,294.4,
POP,Raw_K_1dp_per_n,F,45-49,2003,1,302.3,
POP,Raw_K_1dp_per_n,F,45-49,2003,2,311.9,
POP,Raw_K_1dp_per_n,F,45-49,2004,1,317.0,
POP,Raw_K_1dp_per_n,F,45-49,2004,2,322.4,
POP,Raw_K_1dp_per_n,F,45-49,2005,1,328.7,
POP,Raw_K_1dp_per_n,F,45-49,2005,2,335.6,
POP,Raw_K_1dp_per_n,F,45-49,2006,1,335.7,
POP,Raw_K_1dp_per_n,F,45-49,2006,2,335.0,
POP,Raw_K_1dp_per_n,F,45-49,2007,1,337.7,
POP,Raw_K_1dp_per_n,F,45-49,2007,2,343.4,
POP,Raw_K_1dp_per_n,F,45-49,2008,1,348.2,
POP,Raw_K_1dp_per_n,F,45-49,2008,2,350.9,
POP,Raw_K_1dp_per_n,F,45-49,2009,1,354.7,
POP,Raw_K_1dp_per_n,F,45-49,2009,2,358.2,
POP,Raw_K_1dp_per_n,F,45-49,2010,1,357.9,
POP,Raw_K_1dp_per_n,F,45-49,2010,2,356.1,
POP,Raw_K_1dp_per_n,F,45-49,2011,1,356.4,
POP,Raw_K_1dp_per_n,F,45-49,2011,2,355.7,
POP,Raw_K_1dp_per_n,F,45-49,2012,1,351.3,
POP,Raw_K_1dp_per_n,F,45-49,2012,2,343.7,
POP,Raw_K_1dp_per_n,F,45-49,2013,1,337.0,
POP,Raw_K_1dp_per_n,F,45-49,2013,2,332.9,
POP,Raw_K_1dp_per_n,F,45-49,2014,1,329.1,
POP,Raw_K_1dp_per_n,F,45-49,2014,2,324.9,
POP,Raw_K_1dp_per_n,F,45-49,2015,1,323.8,
POP,Raw_K_1dp_per_n,F,45-49,2015,2,325.9,
POP,Raw_K_1dp_per_n,F,45-49,2016,1,326.8,
POP,Raw_K_1dp_per_n,F,45-49,2016,2,329.7,
POP,Raw_K_1dp_per_n,F,45-49,2017,1,334.1,
POP,Raw_K_1dp_per_n,F,45-49,2017,2,338.6,
POP,Raw_K_1dp_per_n,F,45-49,2018,1,341.0,
POP,Raw_K_1dp_per_n,F,45-49,2018,2,343.3,
POP,Raw_K_1dp_per_n,F,45-49,2019,1,346.8,
POP,Raw_K_1dp_per_n,F,45-49,2019,2,348.5,
POP,Raw_K_1dp_per_n,F,45-49,2020,1,345.1,
POP,Raw_K_1dp_per_n,F,45-49,2020,2,340.2,
POP,Raw_K_1dp_per_n,F,45-49,2021,1,340.8,
POP,Raw_K_1dp_per_n,F,45-49,2021,2,337.3,
POP,Raw_K_1dp_per_n,F,45-49,2022,1,331.8,
POP,Raw_K_1dp_per_n,F,45-49,2022,2,332.9,
POP,Raw_K_1dp_per_n,F,45-49,2023,1,332.5,
POP,Raw_K_1dp_per_n,F,45-49,2023,2,330.5,
POP,Raw_K_1dp_per_n,F,45-49,2024,1,331.8,102
POP,Prop_1dp_%_n,F,45-49,1961,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1962,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1963,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1964,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1965,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1966,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1967,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1968,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1969,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1970,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1971,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1972,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1973,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1974,1,2.8,
POP,Prop_1dp_%_n,F,45-49,1975,1,2.8,
POP,Prop_1dp_%_n,F,45-49,1976,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1977,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1978,1,2.6,
POP,Prop_1dp_%_n,F,45-49,1979,1,2.5,
POP,Prop_1dp_%_n,F,45-49,1980,1,2.5,
POP,Prop_1dp_%_n,F,45-49,1981,1,2.4,
POP,Prop_1dp_%_n,F,45-49,1982,1,2.4,
POP,Prop_1dp_%_n,F,45-49,1983,1,2.3,
POP,Prop_1dp_%_n,F,45-49,1984,1,2.3,
POP,Prop_1dp_%_n,F,45-49,1985,1,2.2,
POP,Prop_1dp_%_n,F,45-49,1986,1,2.1,
POP,Prop_1dp_%_n,F,45-49,1987,1,2.0,
POP,Prop_1dp_%_n,F,45-49,1988,1,1.9,
POP,Prop_1dp_%_n,F,45-49,1989,1,1.9,
POP,Prop_1dp_%_n,F,45-49,1990,1,1.9,
POP,Prop_1dp_%_n,F,45-49,1991,1,2.0,
POP,Prop_1dp_%_n,F,45-49,1992,1,2.2,
POP,Prop_1dp_%_n,F,45-49,1993,1,2.4,
POP,Prop_1dp_%_n,F,45-49,1994,1,2.7,
POP,Prop_1dp_%_n,F,45-49,1995,1,3.0,
POP,Prop_1dp_%_n,F,45-49,1996,1,3.3,
POP,Prop_1dp_%_n,F,45-49,1996,2,3.4,
POP,Prop_1dp_%_n,F,45-49,1997,1,3.5,
POP,Prop_1dp_%_n,F,45-49,1997,2,3.5,
POP,Prop_1dp_%_n,F,45-49,1998,1,3.6,
POP,Prop_1dp_%_n,F,45-49,1998,2,3.7,
POP,Prop_1dp_%_n,F,45-49,1999,1,3.7,
POP,Prop_1dp_%_n,F,45-49,1999,2,3.8,
POP,Prop_1dp_%_n,F,45-49,2000,1,3.8,
POP,Prop_1dp_%_n,F,45-49,2000,2,3.9,
POP,Prop_1dp_%_n,F,45-49,2001,1,4.0,
POP,Prop_1dp_%_n,F,45-49,2001,2,4.1,
POP,Prop_1dp_%_n,F,45-49,2002,1,4.3,
POP,Prop_1dp_%_n,F,45-49,2002,2,4.4,
POP,Prop_1dp_%_n,F,45-49,2003,1,4.5,
POP,Prop_1dp_%_n,F,45-49,2003,2,4.6,
POP,Prop_1dp_%_n,F,45-49,2004,1,4.7,
POP,Prop_1dp_%_n,F,45-49,2004,2,4.7,
POP,Prop_1dp_%_n,F,45-49,2005,1,4.8,
POP,Prop_1dp_%_n,F,45-49,2005,2,4.9,
POP,Prop_1dp_%_n,F,45-49,2006,1,4.9,
POP,Prop_1dp_%_n,F,45-49,2006,2,4.9,
POP,Prop_1dp_%_n,F,45-49,2007,1,4.9,
POP,Prop_1dp_%_n,F,45-49,2007,2,5.0,
POP,Prop_1dp_%_n,F,45-49,2008,1,5.0,
POP,Prop_1dp_%_n,F,45-49,2008,2,5.0,
POP,Prop_1dp_%_n,F,45-49,2009,1,5.1,
POP,Prop_1dp_%_n,F,45-49,2009,2,5.1,
POP,Prop_1dp_%_n,F,45-49,2010,1,5.1,
POP,Prop_1dp_%_n,F,45-49,2010,2,5.1,
POP,Prop_1dp_%_n,F,45-49,2011,1,5.0,
POP,Prop_1dp_%_n,F,45-49,2011,2,5.0,
POP,Prop_1dp_%_n,F,45-49,2012,1,4.9,
POP,Prop_1dp_%_n,F,45-49,2012,2,4.8,
POP,Prop_1dp_%_n,F,45-49,2013,1,4.7,
POP,Prop_1dp_%_n,F,45-49,2013,2,4.6,
POP,Prop_1dp_%_n,F,45-49,2014,1,4.6,
POP,Prop_1dp_%_n,F,45-49,2014,2,4.5,
POP,Prop_1dp_%_n,F,45-49,2015,1,4.4,
POP,Prop_1dp_%_n,F,45-49,2015,2,4.5,
POP,Prop_1dp_%_n,F,45-49,2016,1,4.5,
POP,Prop_1dp_%_n,F,45-49,2016,2,4.5,
POP,Prop_1dp_%_n,F,45-49,2017,1,4.5,
POP,Prop_1dp_%_n,F,45-49,2017,2,4.6,
POP,Prop_1dp_%_n,F,45-49,2018,1,4.6,
POP,Prop_1dp_%_n,F,45-49,2018,2,4.6,
POP,Prop_1dp_%_n,F,45-49,2019,1,4.6,
POP,Prop_1dp_%_n,F,45-49,2019,2,4.6,
POP,Prop_1dp_%_n,F,45-49,2020,1,4.6,
POP,Prop_1dp_%_n,F,45-49,2020,2,4.6,
POP,Prop_1dp_%_n,F,45-49,2021,1,4.6,
POP,Prop_1dp_%_n,F,45-49,2021,2,4.6,
POP,Prop_1dp_%_n,F,45-49,2022,1,4.5,
POP,Prop_1dp_%_n,F,45-49,2022,2,4.5,
POP,Prop_1dp_%_n,F,45-49,2023,1,4.4,
POP,Prop_1dp_%_n,F,45-49,2023,2,4.4,
POP,Prop_1dp_%_n,F,45-49,2024,1,4.4,102
POP,Raw_K_1dp_per_n,F,50-54,1961,1,69.3,
POP,Raw_K_1dp_per_n,F,50-54,1962,1,72.6,
POP,Raw_K_1dp_per_n,F,50-54,1963,1,75.2,
POP,Raw_K_1dp_per_n,F,50-54,1964,1,77.3,
POP,Raw_K_1dp_per_n,F,50-54,1965,1,79.3,
POP,Raw_K_1dp_per_n,F,50-54,1966,1,80.9,
POP,Raw_K_1dp_per_n,F,50-54,1967,1,83.4,
POP,Raw_K_1dp_per_n,F,50-54,1968,1,85.9,
POP,Raw_K_1dp_per_n,F,50-54,1969,1,88.5,
POP,Raw_K_1dp_per_n,F,50-54,1970,1,91.6,
POP,Raw_K_1dp_per_n,F,50-54,1971,1,94.6,
POP,Raw_K_1dp_per_n,F,50-54,1972,1,97.3,
POP,Raw_K_1dp_per_n,F,50-54,1973,1,101.2,
POP,Raw_K_1dp_per_n,F,50-54,1974,1,106.5,
POP,Raw_K_1dp_per_n,F,50-54,1975,1,109.8,
POP,Raw_K_1dp_per_n,F,50-54,1976,1,112.8,
POP,Raw_K_1dp_per_n,F,50-54,1977,1,115.4,
POP,Raw_K_1dp_per_n,F,50-54,1978,1,117.6,
POP,Raw_K_1dp_per_n,F,50-54,1979,1,120.7,
POP,Raw_K_1dp_per_n,F,50-54,1980,1,123.0,
POP,Raw_K_1dp_per_n,F,50-54,1981,1,124.6,
POP,Raw_K_1dp_per_n,F,50-54,1982,1,125.6,
POP,Raw_K_1dp_per_n,F,50-54,1983,1,126.4,
POP,Raw_K_1dp_per_n,F,50-54,1984,1,126.5,
POP,Raw_K_1dp_per_n,F,50-54,1985,1,126.4,
POP,Raw_K_1dp_per_n,F,50-54,1986,1,126.9,
POP,Raw_K_1dp_per_n,F,50-54,1987,1,125.8,
POP,Raw_K_1dp_per_n,F,50-54,1988,1,124.0,
POP,Raw_K_1dp_per_n,F,50-54,1989,1,121.5,
POP,Raw_K_1dp_per_n,F,50-54,1990,1,117.9,
POP,Raw_K_1dp_per_n,F,50-54,1991,1,115.0,
POP,Raw_K_1dp_per_n,F,50-54,1992,1,110.9,
POP,Raw_K_1dp_per_n,F,50-54,1993,1,107.3,
POP,Raw_K_1dp_per_n,F,50-54,1994,1,105.4,
POP,Raw_K_1dp_per_n,F,50-54,1995,1,107.5,
POP,Raw_K_1dp_per_n,F,50-54,1996,1,119.7,
POP,Raw_K_1dp_per_n,F,50-54,1996,2,127.8,
POP,Raw_K_1dp_per_n,F,50-54,1997,1,134.6,
POP,Raw_K_1dp_per_n,F,50-54,1997,2,144.6,
POP,Raw_K_1dp_per_n,F,50-54,1998,1,151.6,
POP,Raw_K_1dp_per_n,F,50-54,1998,2,162.9,
POP,Raw_K_1dp_per_n,F,50-54,1999,1,169.8,
POP,Raw_K_1dp_per_n,F,50-54,1999,2,181.5,
POP,Raw_K_1dp_per_n,F,50-54,2000,1,190.8,
POP,Raw_K_1dp_per_n,F,50-54,2000,2,202.6,
POP,Raw_K_1dp_per_n,F,50-54,2001,1,210.3,
POP,Raw_K_1dp_per_n,F,50-54,2001,2,216.8,
POP,Raw_K_1dp_per_n,F,50-54,2002,1,223.4,
POP,Raw_K_1dp_per_n,F,50-54,2002,2,228.6,
POP,Raw_K_1dp_per_n,F,50-54,2003,1,233.0,
POP,Raw_K_1dp_per_n,F,50-54,2003,2,239.2,
POP,Raw_K_1dp_per_n,F,50-54,2004,1,245.0,
POP,Raw_K_1dp_per_n,F,50-54,2004,2,250.6,
POP,Raw_K_1dp_per_n,F,50-54,2005,1,256.0,
POP,Raw_K_1dp_per_n,F,50-54,2005,2,261.4,
POP,Raw_K_1dp_per_n,F,50-54,2006,1,267.6,
POP,Raw_K_1dp_per_n,F,50-54,2006,2,275.7,
POP,Raw_K_1dp_per_n,F,50-54,2007,1,280.8,
POP,Raw_K_1dp_per_n,F,50-54,2007,2,288.3,
POP,Raw_K_1dp_per_n,F,50-54,2008,1,295.7,
POP,Raw_K_1dp_per_n,F,50-54,2008,2,304.1,
POP,Raw_K_1dp_per_n,F,50-54,2009,1,306.9,
POP,Raw_K_1dp_per_n,F,50-54,2009,2,311.3,
POP,Raw_K_1dp_per_n,F,50-54,2010,1,317.7,
POP,Raw_K_1dp_per_n,F,50-54,2010,2,324.0,
POP,Raw_K_1dp_per_n,F,50-54,2011,1,324.9,
POP,Raw_K_1dp_per_n,F,50-54,2011,2,325.2,
POP,Raw_K_1dp_per_n,F,50-54,2012,1,329.6,
POP,Raw_K_1dp_per_n,F,50-54,2012,2,335.3,
POP,Raw_K_1dp_per_n,F,50-54,2013,1,340.4,
POP,Raw_K_1dp_per_n,F,50-54,2013,2,344.2,
POP,Raw_K_1dp_per_n,F,50-54,2014,1,347.9,
POP,Raw_K_1dp_per_n,F,50-54,2014,2,351.2,
POP,Raw_K_1dp_per_n,F,50-54,2015,1,351.3,
POP,Raw_K_1dp_per_n,F,50-54,2015,2,349.8,
POP,Raw_K_1dp_per_n,F,50-54,2016,1,350.2,
POP,Raw_K_1dp_per_n,F,50-54,2016,2,350.3,
POP,Raw_K_1dp_per_n,F,50-54,2017,1,344.6,
POP,Raw_K_1dp_per_n,F,50-54,2017,2,338.4,
POP,Raw_K_1dp_per_n,F,50-54,2018,1,333.8,
POP,Raw_K_1dp_per_n,F,50-54,2018,2,332.5,
POP,Raw_K_1dp_per_n,F,50-54,2019,1,331.7,
POP,Raw_K_1dp_per_n,F,50-54,2019,2,326.8,
POP,Raw_K_1dp_per_n,F,50-54,2020,1,327.1,
POP,Raw_K_1dp_per_n,F,50-54,2020,2,329.1,
POP,Raw_K_1dp_per_n,F,50-54,2021,1,330.2,
POP,Raw_K_1dp_per_n,F,50-54,2021,2,330.1,
POP,Raw_K_1dp_per_n,F,50-54,2022,1,333.1,
POP,Raw_K_1dp_per_n,F,50-54,2022,2,340.2,
POP,Raw_K_1dp_per_n,F,50-54,2023,1,341.3,
POP,Raw_K_1dp_per_n,F,50-54,2023,2,341.9,
POP,Raw_K_1dp_per_n,F,50-54,2024,1,344.3,102
POP,Prop_1dp_%_n,F,50-54,1961,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1962,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1963,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1964,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1965,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1966,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1967,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1968,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1969,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1970,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1971,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1972,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1973,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1974,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1975,1,2.5,
POP,Prop_1dp_%_n,F,50-54,1976,1,2.5,
POP,Prop_1dp_%_n,F,50-54,1977,1,2.5,
POP,Prop_1dp_%_n,F,50-54,1978,1,2.5,
POP,Prop_1dp_%_n,F,50-54,1979,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1980,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1981,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1982,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1983,1,2.4,
POP,Prop_1dp_%_n,F,50-54,1984,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1985,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1986,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1987,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1988,1,2.2,
POP,Prop_1dp_%_n,F,50-54,1989,1,2.1,
POP,Prop_1dp_%_n,F,50-54,1990,1,2.1,
POP,Prop_1dp_%_n,F,50-54,1991,1,2.0,
POP,Prop_1dp_%_n,F,50-54,1992,1,1.9,
POP,Prop_1dp_%_n,F,50-54,1993,1,1.8,
POP,Prop_1dp_%_n,F,50-54,1994,1,1.7,
POP,Prop_1dp_%_n,F,50-54,1995,1,1.7,
POP,Prop_1dp_%_n,F,50-54,1996,1,1.9,
POP,Prop_1dp_%_n,F,50-54,1996,2,2.0,
POP,Prop_1dp_%_n,F,50-54,1997,1,2.1,
POP,Prop_1dp_%_n,F,50-54,1997,2,2.2,
POP,Prop_1dp_%_n,F,50-54,1998,1,2.3,
POP,Prop_1dp_%_n,F,50-54,1998,2,2.5,
POP,Prop_1dp_%_n,F,50-54,1999,1,2.6,
POP,Prop_1dp_%_n,F,50-54,1999,2,2.7,
POP,Prop_1dp_%_n,F,50-54,2000,1,2.9,
POP,Prop_1dp_%_n,F,50-54,2000,2,3.0,
POP,Prop_1dp_%_n,F,50-54,2001,1,3.1,
POP,Prop_1dp_%_n,F,50-54,2001,2,3.2,
POP,Prop_1dp_%_n,F,50-54,2002,1,3.3,
POP,Prop_1dp_%_n,F,50-54,2002,2,3.4,
POP,Prop_1dp_%_n,F,50-54,2003,1,3.5,
POP,Prop_1dp_%_n,F,50-54,2003,2,3.5,
POP,Prop_1dp_%_n,F,50-54,2004,1,3.6,
POP,Prop_1dp_%_n,F,50-54,2004,2,3.7,
POP,Prop_1dp_%_n,F,50-54,2005,1,3.8,
POP,Prop_1dp_%_n,F,50-54,2005,2,3.8,
POP,Prop_1dp_%_n,F,50-54,2006,1,3.9,
POP,Prop_1dp_%_n,F,50-54,2006,2,4.0,
POP,Prop_1dp_%_n,F,50-54,2007,1,4.1,
POP,Prop_1dp_%_n,F,50-54,2007,2,4.2,
POP,Prop_1dp_%_n,F,50-54,2008,1,4.3,
POP,Prop_1dp_%_n,F,50-54,2008,2,4.4,
POP,Prop_1dp_%_n,F,50-54,2009,1,4.4,
POP,Prop_1dp_%_n,F,50-54,2009,2,4.5,
POP,Prop_1dp_%_n,F,50-54,2010,1,4.5,
POP,Prop_1dp_%_n,F,50-54,2010,2,4.6,
POP,Prop_1dp_%_n,F,50-54,2011,1,4.6,
POP,Prop_1dp_%_n,F,50-54,2011,2,4.6,
POP,Prop_1dp_%_n,F,50-54,2012,1,4.6,
POP,Prop_1dp_%_n,F,50-54,2012,2,4.7,
POP,Prop_1dp_%_n,F,50-54,2013,1,4.7,
POP,Prop_1dp_%_n,F,50-54,2013,2,4.8,
POP,Prop_1dp_%_n,F,50-54,2014,1,4.8,
POP,Prop_1dp_%_n,F,50-54,2014,2,4.8,
POP,Prop_1dp_%_n,F,50-54,2015,1,4.8,
POP,Prop_1dp_%_n,F,50-54,2015,2,4.8,
POP,Prop_1dp_%_n,F,50-54,2016,1,4.8,
POP,Prop_1dp_%_n,F,50-54,2016,2,4.7,
POP,Prop_1dp_%_n,F,50-54,2017,1,4.7,
POP,Prop_1dp_%_n,F,50-54,2017,2,4.6,
POP,Prop_1dp_%_n,F,50-54,2018,1,4.5,
POP,Prop_1dp_%_n,F,50-54,2018,2,4.4,
POP,Prop_1dp_%_n,F,50-54,2019,1,4.4,
POP,Prop_1dp_%_n,F,50-54,2019,2,4.3,
POP,Prop_1dp_%_n,F,50-54,2020,1,4.4,
POP,Prop_1dp_%_n,F,50-54,2020,2,4.4,
POP,Prop_1dp_%_n,F,50-54,2021,1,4.5,
POP,Prop_1dp_%_n,F,50-54,2021,2,4.5,
POP,Prop_1dp_%_n,F,50-54,2022,1,4.5,
POP,Prop_1dp_%_n,F,50-54,2022,2,4.6,
POP,Prop_1dp_%_n,F,50-54,2023,1,4.5,
POP,Prop_1dp_%_n,F,50-54,2023,2,4.5,
POP,Prop_1dp_%_n,F,50-54,2024,1,4.6,102
POP,Raw_K_1dp_per_n,F,55-59,1961,1,53.1,
POP,Raw_K_1dp_per_n,F,55-59,1962,1,55.5,
POP,Raw_K_1dp_per_n,F,55-59,1963,1,58.1,
POP,Raw_K_1dp_per_n,F,55-59,1964,1,61.1,
POP,Raw_K_1dp_per_n,F,55-59,1965,1,64.3,
POP,Raw_K_1dp_per_n,F,55-59,1966,1,67.2,
POP,Raw_K_1dp_per_n,F,55-59,1967,1,70.1,
POP,Raw_K_1dp_per_n,F,55-59,1968,1,72.6,
POP,Raw_K_1dp_per_n,F,55-59,1969,1,74.6,
POP,Raw_K_1dp_per_n,F,55-59,1970,1,76.7,
