Date,Vehicle Class,Fuel Type,Classified,Date
2024-03-01,LGV,Petrol,4,2024-03-01
2024-03-01,MGV,Diesel,5966,2024-03-01
2024-03-01,MGV,Electric,9,2024-03-01
2024-03-01,Motorcycle,Electric,549,2024-03-01
2024-03-01,Motorcycle,Petrol,32718,2024-03-01
2024-03-01,Private Bus,Diesel,285,2024-03-01
2024-03-01,Private Car,Diesel,2,2024-03-01
2024-03-01,Private Car,Electric,74834,2024-03-01
2024-03-01,Private Car,Petrol,104300,2024-03-01
2024-03-01,Private Light Bus,Diesel,340,2024-03-01
2024-03-01,Private Light Bus,Electric,2,2024-03-01
2024-03-01,Private Light Bus,LPG,135,2024-03-01
2024-03-01,Public Bus,Diesel,2234,2024-03-01
2024-03-01,Public Bus,Electric,82,2024-03-01
2024-03-01,Public Bus,Hydrogen,1,2024-03-01
2024-03-01,Public Light Bus,Diesel,162,2024-03-01
2024-03-01,Public Light Bus,Electric,3,2024-03-01
2024-03-01,Public Light Bus,LPG,496,2024-03-01
2024-03-01,Taxi,Electric,47,2024-03-01
2024-03-01,Taxi,LPG,4260,2024-03-01
2024-03-01,Taxi,Petrol,12,2024-03-01
2024-04-01,HGV,Diesel,2027,2024-04-01
2024-04-01,HGV,Electric,3,2024-04-01
2024-04-01,LGV,Diesel,18199,2024-04-01
2024-04-01,LGV,Electric,541,2024-04-01
2024-04-01,LGV,Petrol,4,2024-04-01
2024-04-01,MGV,Diesel,6029,2024-04-01
2024-04-01,MGV,Electric,10,2024-04-01
2024-04-01,Motorcycle,Electric,566,2024-04-01
2024-04-01,Motorcycle,Petrol,33035,2024-04-01
2024-04-01,Private Bus,Diesel,292,2024-04-01
2024-04-01,Private Car,Diesel,2,2024-04-01
2024-04-01,Private Car,Electric,80217,2024-04-01
2024-04-01,Private Car,Petrol,105352,2024-04-01
2024-04-01,Private Light Bus,Diesel,346,2024-04-01
2024-04-01,Private Light Bus,Electric,3,2024-04-01
2024-04-01,Private Light Bus,LPG,135,2024-04-01
2024-04-01,Public Bus,Diesel,2269,2024-04-01
2024-04-01,Public Bus,Electric,85,2024-04-01
2024-04-01,Public Bus,Hydrogen,1,2024-04-01
2024-04-01,Public Light Bus,Diesel,169,2024-04-01
2024-04-01,Public Light Bus,Electric,3,2024-04-01
2024-04-01,Public Light Bus,LPG,496,2024-04-01
2024-04-01,Taxi,Electric,51,2024-04-01
2024-04-01,Taxi,LPG,4332,2024-04-01
2024-04-01,Taxi,Petrol,12,2024-04-01
2024-05-01,HGV,Diesel,2071,2024-05-01
2024-05-01,HGV,Electric,3,2024-05-01
2024-05-01,LGV,Diesel,18337,2024-05-01
2024-05-01,LGV,Electric,561,2024-05-01
2024-05-01,LGV,Petrol,4,2024-05-01
2024-05-01,MGV,Diesel,6104,2024-05-01
2024-05-01,MGV,Electric,10,2024-05-01
2024-05-01,Motorcycle,Electric,611,2024-05-01
2024-05-01,Motorcycle,Petrol,33354,2024-05-01
2024-05-01,Private Bus,Diesel,297,2024-05-01
2024-05-01,Private Car,Diesel,2,2024-05-01
2024-05-01,Private Car,Electric,81866,2024-05-01
2024-05-01,Private Car,Petrol,106552,2024-05-01
2024-05-01,Private Light Bus,Diesel,351,2024-05-01
2024-05-01,Private Light Bus,Electric,3,2024-05-01
2024-05-01,Private Light Bus,LPG,135,2024-05-01
2024-05-01,Public Bus,Diesel,2292,2024-05-01
2024-05-01,Public Bus,Electric,86,2024-05-01
2024-05-01,Public Bus,Hydrogen,1,2024-05-01
2024-05-01,Public Light Bus,Diesel,178,2024-05-01
2024-05-01,Public Light Bus,Electric,3,2024-05-01
2024-05-01,Public Light Bus,LPG,496,2024-05-01
2024-05-01,Taxi,Electric,63,2024-05-01
2024-05-01,Taxi,LPG,4407,2024-05-01
2024-05-01,Taxi,Petrol,12,2024-05-01
2024-06-01,HGV,Diesel,2115,2024-06-01
2024-06-01,HGV,Electric,3,2024-06-01
2024-06-01,LGV,Diesel,18506,2024-06-01
2024-06-01,LGV,Electric,574,2024-06-01
2024-06-01,LGV,Petrol,4,2024-06-01
2024-06-01,MGV,Diesel,6163,2024-06-01
2024-06-01,MGV,Electric,10,2024-06-01
2024-06-01,Motorcycle,Electric,635,2024-06-01
2024-06-01,Motorcycle,Petrol,33638,2024-06-01
2024-06-01,Private Bus,Diesel,297,2024-06-01
2024-06-01,Private Car,Diesel,2,2024-06-01
2024-06-01,Private Car,Electric,83379,2024-06-01
2024-06-01,Private Car,Petrol,107635,2024-06-01
2024-06-01,Private Light Bus,Diesel,356,2024-06-01
2024-06-01,Private Light Bus,Electric,3,2024-06-01
2024-06-01,Private Light Bus,LPG,135,2024-06-01
2024-06-01,Public Bus,Diesel,2318,2024-06-01
2024-06-01,Public Bus,Electric,86,2024-06-01
2024-06-01,Public Bus,Hydrogen,1,2024-06-01
2024-06-01,Public Light Bus,Diesel,190,2024-06-01
2024-06-01,Public Light Bus,Electric,3,2024-06-01
2024-06-01,Public Light Bus,LPG,496,2024-06-01
2024-06-01,Taxi,Electric,73,2024-06-01
2024-06-01,Taxi,LPG,4480,2024-06-01
2024-06-01,Taxi,Petrol,12,2024-06-01
2024-07-01,HGV,Diesel,2142,2024-07-01
2024-07-01,HGV,Electric,3,2024-07-01
2024-07-01,LGV,Diesel,18657,2024-07-01
2024-07-01,LGV,Electric,590,2024-07-01
2024-07-01,LGV,Petrol,4,2024-07-01
2024-07-01,MGV,Diesel,6234,2024-07-01
2024-07-01,MGV,Electric,10,2024-07-01
2024-07-01,Motorcycle,Electric,656,2024-07-01
2024-07-01,Motorcycle,Petrol,33881,2024-07-01
2024-07-01,Private Bus,Diesel,298,2024-07-01
2024-07-01,Private Car,Diesel,2,2024-07-01
2024-07-01,Private Car,Electric,85074,2024-07-01
2024-07-01,Private Car,Petrol,108914,2024-07-01
2024-07-01,Private Light Bus,Diesel,361,2024-07-01
2024-07-01,Private Light Bus,Electric,3,2024-07-01
2024-07-01,Private Light Bus,LPG,135,2024-07-01
2024-07-01,Public Bus,Diesel,2344,2024-07-01
2024-07-01,Public Bus,Electric,86,2024-07-01
2024-07-01,Public Bus,Hydrogen,1,2024-07-01
2024-07-01,Public Light Bus,Diesel,197,2024-07-01
2024-07-01,Public Light Bus,Electric,3,2024-07-01
2024-07-01,Public Light Bus,LPG,496,2024-07-01
2024-07-01,Taxi,Electric,84,2024-07-01
2024-07-01,Taxi,LPG,4569,2024-07-01
2024-07-01,Taxi,Petrol,12,2024-07-01
2024-08-01,HGV,Diesel,2194,2024-08-01
2024-08-01,HGV,Electric,3,2024-08-01
2024-08-01,LGV,Diesel,18778,2024-08-01
2024-08-01,LGV,Electric,618,2024-08-01
2024-08-01,LGV,Petrol,4,2024-08-01
2024-08-01,MGV,Diesel,6294,2024-08-01
2024-08-01,MGV,Electric,10,2024-08-01
2024-08-01,Motorcycle,Electric,667,2024-08-01
2024-08-01,Motorcycle,Petrol,34235,2024-08-01
2024-08-01,Private Bus,Diesel,305,2024-08-01
2024-08-01,Private Car,Diesel,2,2024-08-01
2024-08-01,Private Car,Electric,87143,2024-08-01
2024-08-01,Private Car,Petrol,110034,2024-08-01
2024-08-01,Private Light Bus,Diesel,368,2024-08-01
2024-08-01,Private Light Bus,Electric,3,2024-08-01
2024-08-01,Private Light Bus,LPG,135,2024-08-01
2024-08-01,Public Bus,Diesel,2385,2024-08-01
2024-08-01,Public Bus,Electric,86,2024-08-01
2024-08-01,Public Bus,Hydrogen,1,2024-08-01
2024-08-01,Public Light Bus,Diesel,212,2024-08-01
2024-08-01,Public Light Bus,Electric,3,2024-08-01
2024-08-01,Public Light Bus,LPG,507,2024-08-01
2024-08-01,Taxi,Electric,87,2024-08-01
2024-08-01,Taxi,LPG,4643,2024-08-01
2024-08-01,Taxi,Petrol,12,2024-08-01
